project_id,notice_type,notice_no,country,year_awarded,date_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_currency,contract_amount,contract_duration_original_unit,contract_duration_original,contract_duration_days,winning_firm_name,winning_firm_code,winning_firm_country,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,if_single_bidder,bidder_country_lowest_price,bidder_lowest_price,bidder_country,bidder_price_currency,bidder_price,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,awarded_date,bid_reference_no,project_name,contract_url
P159843,Contract Award,OP00105987,Argentina,2020,,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,USD,2702.7,Month,3.0,92.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00105987,,AR-UFOMC-85506-CS-INDV,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105987
P114294,Contract Award,OP00106009,Argentina,2020,,World Bank,MDB-financed,TFA0233,"Forestry; Public Administration - Agriculture, Fishing & Forestry; Forestry; Other Agriculture, Fishing and Forestry",consulting,,USD,8300.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00106009,,AR-APN-168342-CS-INDV,Rural Corridors and Biodiversity,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00106009
P159843,Contract Award,OP00105742,Argentina,2020,,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,USD,9700.0,Month,5.0,152.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00105742,,AR-UFOMC-184057-CS-INDV,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105742
P157136,Request for Expression of Interest,OP00105756,Argentina,2020,,World Bank,MDB-financed,IBRD87100,Central Government (Central Agencies); ICT Services; ICT Infrastructure,consulting,,USD,995.0,,,,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00105756,,AR-SIP-203568-CS-INDV,Modernization and Innovation for Better Public Services in Argentina,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105756
P159843,Contract Award,OP00105776,Argentina,2020,,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,ARS,5199975.6,Day,120.0,120.0,COOPERATIVA DE TRABAJO SAN MARTÍN TRABAJO RETIRO LIMITADA,530475.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00105776,,AR-UFOMC-170987-NC-RFQ,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105776
P159843,Contract Award,OP00105753,Argentina,2020,,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,USD,11000.0,Month,6.0,183.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00105753,,AR-UFOMC-180996-CS-INDV,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105753
P159843,Contract Award,OP00105772,Argentina,2020,,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,USD,129200.0,Month,6.0,183.0,,,,,,,,,,,,,Consultant Qualification  Selection,,,,,OP00105772,,AR-UFOMC-188783-CS-CQS,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105772
P159843,Contract Award,OP00105747,Argentina,2020,,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,USD,9700.0,Month,6.0,183.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00105747,,AR-UFOMC-184055-CS-INDV,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105747
P159843,Contract Award,OP00105614,Argentina,2020,,World Bank,MDB-financed,IBRD87060,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,USD,8200.0,Month,6.0,183.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00105614,,AR-UFOMC-189360-CS-INDV,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105614
P145686,Contract Award,OP00105401,Argentina,2020,,World Bank,MDB-financed,IBRD86280,"Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management; Other Water Supply, Sanitation and Waste Management; Other Transportation; Other Public Administration; Public Administration - Water, Sanitation and Waste Management",goods,,USD,700000.0,Day,45.0,45.0,,,,,,,,,,,,,Direct Selection,,,,,OP00105401,,AR-UFOMC-168832-GO-DIR,AR Flood Risk Management Support Project for the City of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00105401
P170329,Contract Award,OP00104770,Argentina,2020,,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,,USD,3709.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00104770,,AR-DPOMFB-185172-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00104770
P161798,Contract Award,OP00104013,Argentina,2020,,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,,USD,9032.0,Day,86.0,86.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00104013,,AR-UCEPO-189693-CS-INDV,Salado Integrated River Basin Management Support Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00104013
P161798,Contract Award,OP00104011,Argentina,2020,,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,,USD,3070.0,Day,87.0,87.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00104011,,AR-UCEPO-189704-CS-INDV,Salado Integrated River Basin Management Support Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00104011
P157136,Invitation for Bids,OP00103793,Argentina,2020,,World Bank,MDB-financed,IBRD87100,Central Government (Central Agencies); ICT Services; ICT Infrastructure,consulting,,USD,283140.0,,,,,,,,,,,,,,,,Request for Bids,,,,,OP00103793,,AR-SIP-175872-NC-RFB,Modernization and Innovation for Better Public Services in Argentina,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00103793
P161798,Contract Award,OP00103668,Argentina,2020,,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,,USD,3070.0,Day,90.0,90.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00103668,,AR-UCEPO-189706-CS-INDV,Salado Integrated River Basin Management Support Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00103668
P161798,Contract Award,OP00103401,Argentina,2020,,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,,USD,7406.0,Day,90.0,90.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00103401,,AR-UCEPO-189699-CS-INDV,Salado Integrated River Basin Management Support Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00103401
P114294,Contract Award,OP00103400,Argentina,2020,,World Bank,MDB-financed,TFA0233,"Forestry; Public Administration - Agriculture, Fishing & Forestry; Forestry; Other Agriculture, Fishing and Forestry",consulting,,USD,5400.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00103400,,AR-APN-182340-CS-INDV,Rural Corridors and Biodiversity,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00103400
P161798,Contract Award,OP00103357,Argentina,2020,,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,,USD,7406.0,Day,86.0,86.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00103357,,AR-UCEPO-189698-CS-INDV,Salado Integrated River Basin Management Support Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00103357
P173767,Contract Award,OP00102726,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,845939.29,Day,180.0,180.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102726,,GO-DIR-10-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102726
P170329,Contract Award,OP00102194,Argentina,2020,,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,,USD,4238.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00102194,,AR-DPOMFB-185173-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102194
P173767,Contract Award,OP00102774,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,ARS,383568000.0,Week,4.0,28.0,TECME S.A.,315036.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00102774,,AR-MSAL-01-2020-GO-RFQ,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102774
P170329,Contract Award,OP00102197,Argentina,2020,,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,,USD,3179.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00102197,,AR-DPOMFB-185175-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102197
P173767,Contract Award,OP00102331,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,83200.0,Week,4.0,28.0,FEAS ELECTRONICA,498272.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00102331,,GO-RFQ-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102331
P173767,Contract Award,OP00102334,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,324920.0,Week,4.0,28.0,FEAS ELECTRONICA,498272.0,Argentina,0.0,,6.0,0.0,Argentina,221382.00,Argentina; Argentina; Argentina; Argentina; Argentina; China,USD; USD; USD,1405500.00; 221382.00; 776943.75,Request for Quotations,,,,1.0,OP00102334,,GO-RFQ-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102334
P173767,Contract Award,OP00102682,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,22035787.88,Day,50.0,50.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102682,,GO-DIR-01-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102682
P170329,Contract Award,OP00102205,Argentina,2020,,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,,USD,3709.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00102205,,AR-DPOMFB-185346-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102205
P173767,Contract Award,OP00102729,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,3371874.0,Month,6.0,183.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102729,,GO-DIR-09-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102729
P173767,Contract Award,OP00102377,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,10139995.1,Day,40.0,40.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102377,,GO-DIR-12-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102377
P173767,Contract Award,OP00102332,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,958890.0,Week,4.0,28.0,TECNOIMAGEN,431247.0,Argentina,0.0,,3.0,0.0,Argentina,72975.00,Argentina; Argentina; Argentina,USD; USD; USD,83200.00; 88500.00; 72975.00,Request for Quotations,,,,1.0,OP00102332,,GO-RFQ-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102332
P170329,Contract Award,OP00102187,Argentina,2020,,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,,USD,2914.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00102187,,AR-DPOMFB-184777-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102187
P173767,Contract Award,OP00102771,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,660600.0,Day,10.0,10.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102771,,GO-DIR-04-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102771
P173767,Contract Award,OP00102330,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,1405500.0,Week,4.0,28.0,TECNOIMAGEN,431247.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00102330,,GO-RFQ-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102330
P173767,Contract Award,OP00102333,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,776943.75,Week,4.0,28.0,CENTRO DE SERVICIOS HOSPITALARIOS,431242.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00102333,,GO-RFQ-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102333
P173767,Contract Award,OP00102657,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,1205454.55,Day,30.0,30.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102657,,GO-DIR-11-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102657
P173767,Contract Award,OP00102773,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,ARS,57018000.0,Week,4.0,28.0,LEISTUNG INGENIERÍA,485707.0,Argentina,0.0,,5.0,0.0,Argentina,440586000.00,Argentina; Argentina; Argentina; Argentina; Argentina,ARS,440586000.00,Request for Quotations,,,,1.0,OP00102773,,AR-MSAL-01-2020-GO-RFQ,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102773
P173767,Contract Award,OP00102335,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,72975.0,Week,4.0,28.0,CENTRO DE SERVICIOS HOSPITALARIOS,431242.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00102335,,GO-RFQ-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102335
P173767,Contract Award,OP00102336,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,221382.0,Week,4.0,28.0,CEGENS,510842.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00102336,,GO-RFQ-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102336
P170329,Contract Award,OP00102201,Argentina,2020,,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,,USD,3179.0,Month,3.0,92.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00102201,,AR-DPOMFB-185176-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102201
P173767,Contract Award,OP00102769,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,400000.0,Day,10.0,10.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102769,,GO-DIR-05-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102769
P173767,Contract Award,OP00102770,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,2395750.0,Day,40.0,40.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102770,,GO-DIR-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102770
P173767,Contract Award,OP00102772,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,238200.0,Day,10.0,10.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102772,,GO-DIR-03-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102772
P173767,Contract Award,OP00102775,Argentina,2020,,World Bank,MDB-financed,IBRD90830,Health Facilities and Construction; Public Administration - Health,goods,,USD,1842914.0,Day,50.0,50.0,,,,,,,,,,,,,Direct Selection,,,,,OP00102775,,GO-DIR-08-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102775
P170329,Contract Award,OP00102064,Argentina,2020,,World Bank,MDB-financed,IBRD90070,Social Protection; Energy Transmission and Distribution; Public Administration - Social Protection,consulting,,USD,4238.0,Month,4.0,122.0,,,,,,,,,,,,,Individual Consultant Selection,,,,,OP00102064,,AR-DPOMFB-185174-CS-INDV,Social Safety Nets for Vulnerable Populations in the Province of Buenos Aires,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102064
P159929,Contract Award,OP00102028,Argentina,2020,,World Bank,MDB-financed,IBRD87120,Sub-National Government; Public Administration - Financial Sector,consulting,,ARS,58000.0,Day,1.0,1.0,TOMADA D - PRODUCTORA AUDIOVISUAL SARDUY AGÜERO CELSO,524978.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00102028,,AR-MININTERIOR-135200-NC-RFQ,Integrated Habitat and Housing Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00102028
