project_id,notice_type,notice_no,country,year_awarded,date_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_currency,contract_amount,contract_duration_original_unit,contract_duration_original,contract_duration_days,winning_firm_name,winning_firm_code,winning_firm_country,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,if_single_bidder,bidder_country_lowest_price,bidder_lowest_price,bidder_country,bidder_price_currency,bidder_price,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,awarded_date,bid_reference_no,project_name,contract_url
P175669,Contract Award,OP00260727,Argentina,2023,2023/05/17,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",consulting,,USD,95000.0,Day,244.0,244.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00260727,2023/05/17,AR-APN-309124-CS-INDV,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260727
P176781,Contract Award,OP00260545,Argentina,2023,2023/05/04,World Bank,MDB-financed,IBRD93370,Social Protection; Public Administration - Social Protection,goods,,ARS,280400.0,Day,5.0,5.0,SABORES TENTADORES,808801.0,Argentina,0.0,,2.0,0.0,Argentina,1161600.00,Argentina; Argentina,ARS; ARS,11470800.00; 1161600.00,Request for Quotations,,,,1.0,OP00260545,2023/05/04,AR-MTESS-363532-GO-RFQ,Promoting Better Jobs through Integrated Labor and Skills Programs,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260545
P176781,Contract Award,OP00260507,Argentina,2023,2023/09/22,World Bank,MDB-financed,IBRD93370,Social Protection; Public Administration - Social Protection,consulting,,ARS,384480.01,Week,1.0,7.0,SABORES TENTADORES,808801.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00260507,2023/09/22,AR-MTESS-390133-NC-RFQ,Promoting Better Jobs through Integrated Labor and Skills Programs,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260507
P175669,Contract Award,OP00260275,Argentina,2023,2023/04/27,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",consulting,,USD,95000.0,Day,274.0,274.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00260275,2023/04/27,AR-APN-309081-CS-INDV,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260275
P162316,Contract Award,OP00260262,Argentina,2023,2021/12/07,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",consulting,,USD,30000.0,Month,24.0,730.0,FACULTAD DE CIENCIAS AGRARIAS DE LA UNIVERSIDAD NACIONAL DE CUYO,809129.0,Argentina,0.0,,1.0,1.0,,,,,,Direct Selection,,,,1.0,OP00260262,2021/12/07,AR-UCAR-226536-NC-DIR,Integrated Risk Management in the Rural Agroindustrial System,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260262
P175669,Contract Award,OP00260285,Argentina,2023,2023/04/27,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",consulting,,USD,95000.0,Day,244.0,244.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00260285,2023/04/27,AR-APN-309081-CS-INDV,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260285
P175669,Contract Award,OP00260286,Argentina,2023,2023/04/27,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",consulting,,USD,95000.0,Day,244.0,244.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00260286,2023/04/27,AR-APN-309081-CS-INDV,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260286
P175669,Contract Award,OP00260267,Argentina,2023,2023/04/27,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",consulting,,USD,95000.0,Day,319.0,319.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00260267,2023/04/27,AR-APN-309081-CS-INDV,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260267
P175669,Contract Award,OP00260284,Argentina,2023,2023/04/27,World Bank,MDB-financed,IBRD93350,"Public Administration - Agriculture, Fishing & Forestry; Tourism; Other Agriculture, Fishing and Forestry; Social Protection",consulting,,USD,95000.0,Day,230.0,230.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00260284,2023/04/27,AR-APN-309081-CS-INDV,Sustainable Recovery of Landscapes and Livelihoods in Argentina Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260284
P161798,Contract Award,OP00260057,Argentina,2023,2023/03/06,World Bank,MDB-financed,IBRD87360,"Irrigation and Drainage; Other Water Supply, Sanitation and Waste Management; Public Administration - Water, Sanitation and Waste Management",consulting,,USD,6273.0,Month,12.0,365.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00260057,2023/03/06,AR-UCEPO-278634-CS-INDV,Salado Integrated River Basin Management Support Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260057
P162316,Contract Award,OP00260065,Argentina,2023,2023/04/25,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",consulting,,USD,240000.0,Day,600.0,600.0,PKF AUDISUR S.R.L (PKF ARGENTINA),503027.0,Argentina,0.0,,1.0,1.0,,,,,,Quality And Cost-Based Selection,,,,1.0,OP00260065,2023/04/25,AR-UCAR-247570-CS-QCBS,Integrated Risk Management in the Rural Agroindustrial System,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260065
P176781,Contract Award,OP00260059,Argentina,2023,2023/07/14,World Bank,MDB-financed,IBRD93370,Social Protection; Public Administration - Social Protection,consulting,,ARS,22000000.0,Day,10.0,10.0,COOPERATIVA DE TRABAJO VOZ E IMAGEN DEL SUR LTDA.,376695.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00260059,2023/07/14,AR-MTESS-370818-NC-RFQ,Promoting Better Jobs through Integrated Labor and Skills Programs,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260059
P176781,Contract Award,OP00260089,Argentina,2023,2023/09/07,World Bank,MDB-financed,IBRD93370,Social Protection; Public Administration - Social Protection,consulting,,ARS,22695000.0,Day,5.0,5.0,PRODEVENT SRL,808882.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Quotations,,,,1.0,OP00260089,2023/09/07,AR-MTESS-379731-NC-RFQ,Promoting Better Jobs through Integrated Labor and Skills Programs,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00260089
P159843,Contract Award,OP00259706,Argentina,2023,2022/10/25,World Bank,MDB-financed,"IBRD87070, IBRD89910",Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,ARS,95620035.88,Month,18.0,548.0,SERVICIOS IBARRA SRL,692538.0,Argentina,0.0,,4.0,0.0,Argentina,100886400.00,Argentina; Argentina; Argentina; Argentina,ARS; ARS; ARS; ARS,115130044.29; 100886400.00; 121955512.8; 102249259.2,Request for Bids,,,,1.0,OP00259706,2022/10/25,AR-OPISU-239569-NC-RFB,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259706
P159843,Contract Award,OP00259708,Argentina,2023,2022/10/25,World Bank,MDB-financed,"IBRD87070, IBRD89910",Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,ARS,30361647.57,Month,18.0,548.0,SERVICIOS IBARRA SRL,692538.0,Argentina,0.0,,3.0,0.0,Argentina,32140800.00,Argentina; Argentina; Argentina,ARS; ARS; ARS,32140800.00; 38953094.4; 32659545.6,Request for Bids,,,,1.0,OP00259708,2022/10/25,AR-OPISU-239569-NC-RFB,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259708
P168911,Contract Award,OP00259714,Argentina,2023,2022/10/12,World Bank,MDB-financed,IBRD89990,Tertiary Education; Primary Education; Public Administration - Education; Secondary Education,consulting,,USD,8000.0,Month,2.5,76.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00259714,2022/10/12,AR-ME-315679-CS-INDV,Improving Inclusion in Secondary and Higher Education,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259714
P159843,Contract Award,OP00259694,Argentina,2023,2022/08/05,World Bank,MDB-financed,IBRD89910,Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,works,,ARS,530348409.28,Day,360.0,360.0,PMP CONSTRUCCIONES S.R.L.,699282.0,Argentina,0.0,,1.0,1.0,,,,,,Request for Bids,,,,1.0,OP00259694,2022/08/05,AR-OPISU-289444-CW-RFB,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259694
P159843,Contract Award,OP00259707,Argentina,2023,2022/10/25,World Bank,MDB-financed,"IBRD87070, IBRD89910",Housing Construction; Sub-National Government; Social Protection; Water Supply; Sanitation,consulting,,ARS,299088000.0,Month,18.0,548.0,ASHIRA SA,692544.0,Argentina,0.0,,3.0,0.0,Argentina,319354738.56,Argentina; Argentina; Argentina,ARS; ARS; ARS,329217768.00; 347713378.85; 319354738.56,Request for Bids,,,,1.0,OP00259707,2022/10/25,AR-OPISU-239569-NC-RFB,Metropolitan Buenos Aires Urban Transformation Project,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259707
P168911,Contract Award,OP00259544,Argentina,2023,2023/06/23,World Bank,MDB-financed,IBRD89990,Tertiary Education; Primary Education; Public Administration - Education; Secondary Education,consulting,,USD,10000.0,Month,6.0,182.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00259544,2023/06/23,AR-ME-293760-CS-INDV,Improving Inclusion in Secondary and Higher Education,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259544
P168911,Contract Award,OP00259551,Argentina,2023,2022/10/28,World Bank,MDB-financed,IBRD89990,Tertiary Education; Primary Education; Public Administration - Education; Secondary Education,consulting,,USD,7500.0,Month,1.5,46.0,Individual Consultant,,Argentina,0.0,,1.0,1.0,,,,,,Individual Consultant Selection,,,,1.0,OP00259551,2022/10/28,AR-ME-315678-CS-INDV,Improving Inclusion in Secondary and Higher Education,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259551
P162316,Contract Award,OP00259218,Argentina,2023,2023/04/03,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",goods,,USD,56617.0,Day,90.0,90.0,OMIXOM S.R.L.,641119.0,Argentina,0.0,,1.0,1.0,,,,,,Direct Selection,,,,1.0,OP00259218,2023/04/03,AR-UCAR-303592-GO-DIR,Integrated Risk Management in the Rural Agroindustrial System,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259218
P162316,Contract Award,OP00259150,Argentina,2023,2023/04/03,World Bank,MDB-financed,IBRD88670,"Public Administration - Agriculture, Fishing & Forestry; Agricultural Extension, Research, and Other Support Activities; ICT Infrastructure; Irrigation and Drainage",goods,,USD,17400.0,Day,240.0,240.0,CELSIUS,807059.0,Argentina,0.0,,1.0,1.0,,,,,,Direct Selection,,,,1.0,OP00259150,2023/04/03,AR-UCAR-326033-GO-DIR,Integrated Risk Management in the Rural Agroindustrial System,https://projects.worldbank.org/en/projects-operations/procurement-detail/OP00259150
